銘柄名,市場・商品区分,33業種区分,17業種区分
コーチ・エィ,スタンダード（内国株式）,サービス業,情報通信・サービスその他 
アソインターナショナル,スタンダード（内国株式）,サービス業,情報通信・サービスその他 
ＧＥＮＯＶＡ,グロース（内国株式）,サービス業,情報通信・サービスその他 
スマサポ,グロース（内国株式）,サービス業,情報通信・サービスその他 
アイビス,グロース（内国株式）,サービス業,情報通信・サービスその他 
アクシスコンサルティング,グロース（内国株式）,サービス業,情報通信・サービスその他 
ビズメイツ,グロース（内国株式）,サービス業,情報通信・サービスその他 
ココルポート,グロース（内国株式）,サービス業,情報通信・サービスその他 
日本管財ホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他 
ｉｓｐａｃｅ,グロース（内国株式）,サービス業,情報通信・サービスその他 
東洋埠頭,スタンダード（内国株式）,倉庫・運輸関連業,運輸・物流 
櫻島埠頭,スタンダード（内国株式）,倉庫・運輸関連業,運輸・物流 
リンコーコーポレーション,スタンダード（内国株式）,倉庫・運輸関連業,運輸・物流 
鈴与シンワート,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他 
伏木海陸運送,スタンダード（内国株式）,倉庫・運輸関連業,運輸・物流 
兵機海運,スタンダード（内国株式）,倉庫・運輸関連業,運輸・物流 
大運,スタンダード（内国株式）,倉庫・運輸関連業,運輸・物流 
上組,プライム（内国株式）,倉庫・運輸関連業,運輸・物流 
トレーディア,スタンダード（内国株式）,倉庫・運輸関連業,運輸・物流 
サンリツ,スタンダード（内国株式）,倉庫・運輸関連業,運輸・物流 
大東港運,スタンダード（内国株式）,倉庫・運輸関連業,運輸・物流 
キムラユニティー,スタンダード（内国株式）,倉庫・運輸関連業,運輸・物流 
キユーソー流通システム,スタンダード（内国株式）,倉庫・運輸関連業,運輸・物流 
ユーラシア旅行社,スタンダード（内国株式）,サービス業,情報通信・サービスその他 
エージーピー,スタンダード（内国株式）,倉庫・運輸関連業,運輸・物流 
東海運,スタンダード（内国株式）,倉庫・運輸関連業,運輸・物流 
エーアイテイー,プライム（内国株式）,倉庫・運輸関連業,運輸・物流 
内外トランスライン,プライム（内国株式）,倉庫・運輸関連業,運輸・物流 
ショーエイコーポレーション,スタンダード（内国株式）,化学,素材・化学 
日本コンセプト,プライム（内国株式）,倉庫・運輸関連業,運輸・物流 
パパネッツ,PRO Market,倉庫・運輸関連業,運輸・物流 
ビート・ホールディングス・リミテッド,スタンダード（外国株式）,情報・通信業,情報通信・サービスその他 
ＴＢＳホールディングス,プライム（内国株式）,情報・通信業,情報通信・サービスその他 
日本テレビホールディングス,プライム（内国株式）,情報・通信業,情報通信・サービスその他 
朝日放送グループホールディングス,プライム（内国株式）,情報・通信業,情報通信・サービスその他 
ＢＳＮメディアホールディングス,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他 
テレビ朝日ホールディングス,プライム（内国株式）,情報・通信業,情報通信・サービスその他 
スカパーＪＳＡＴホールディングス,プライム（内国株式）,情報・通信業,情報通信・サービスその他 
テレビ東京ホールディングス,プライム（内国株式）,情報・通信業,情報通信・サービスその他 
日本ＢＳ放送,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他 
ビジョン,プライム（内国株式）,情報・通信業,情報通信・サービスその他 
スマートバリュー,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他 
ＵＳＥＮ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,プライム（内国株式）,情報・通信業,情報通信・サービスその他 
ワイヤレスゲート,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他 
